id,nombre,provincia,ccaa,codigo_ine,url_ayuntamiento,url_fuente_noticias,tipo_fuente,latitud,longitud,created_at
9185,Torreiglesias,Segovia,Castilla y León,,https://www.torreiglesias.es,,,,,
9186,Trescasas,Segovia,Castilla y León,,http://www.aytotrescasas.es,,,,,
9187,Turégano,Segovia,Castilla y León,,https://www.turegano.es,,,,,
9188,Urueñas,Segovia,Castilla y León,,https://www.uruenas.es,,,,,
9189,Valdeprados,Segovia,Castilla y León,,https://www.valdeprados.es,,,,,
9190,Valdevacas de Montejo,Segovia,Castilla y León,,https://www.valdevacasdemontejo.es,,,,,
9191,Valdevacas y Guijar,Segovia,Castilla y León,,https://www.valdevacasyguijar.es,,,,,
9192,Valle de Tabladillo,Segovia,Castilla y León,,https://www.valledetabladillo.es,,,,,
9193,Vallelado,Segovia,Castilla y León,,https://www.vallelado.es,,,,,
9194,Valleruela de Pedraza,Segovia,Castilla y León,,https://www.vallerueladepedraza.es,,,,,
9195,Valleruela de Sepúlveda,Segovia,Castilla y León,,https://www.vallerueladesepulveda.es,,,,,
9196,Valseca,Segovia,Castilla y León,,https://www.valseca.es,,,,,
9197,Valtiendas,Segovia,Castilla y León,,https://www.valtiendas.es,,,,,
9198,Valverde del Majano,Segovia,Castilla y León,,https://www.valverdedelmajano.com,,,,,
9199,Veganzones,Segovia,Castilla y León,,https://www.veganzones.es,,,,,
9200,Vegas de Matute,Segovia,Castilla y León,,https://www.vegasdematute.es,,,,,
9201,Ventosilla y Tejadilla,Segovia,Castilla y León,,https://www.ventosillaytejadilla.es,,,,,
9202,Villacastín,Segovia,Castilla y León,,https://www.villacastin.es,,,,,
9203,Villaverde de Montejo,Segovia,Castilla y León,,https://www.villaverdedemontejo.es,,,,,
9204,Villaverde de Íscar,Segovia,Castilla y León,,https://www.villaverdedeiscar.es,,,,,
9205,Villeguillo,Segovia,Castilla y León,,https://www.villeguillo.es,,,,,
9206,Yanguas de Eresma,Segovia,Castilla y León,,https://www.yanguasdeeresma.es,,,,,
9207,Zarzuela del Monte,Segovia,Castilla y León,,https://www.zarzueladelmonte.es,,,,,
9208,Zarzuela del Pinar,Segovia,Castilla y León,,https://www.zarzueladelpinar.es,,,,,
