id,nombre,provincia,ccaa,codigo_ine,url_ayuntamiento,url_fuente_noticias,tipo_fuente,latitud,longitud,created_at
574,San Juan del Molinillo,Ávila,Castilla y León,05212,https://www.sanjuandelmolinillo.es,,,40.4586971,-4.8179795,2026-07-28 00:26:08.8238+00
575,San Juan del Olmo,Ávila,Castilla y León,05213,https://www.sanjuandelolmo.es,,,40.6536135,-5.0495566,2026-07-28 00:26:10.65155+00
576,San Lorenzo de Tormes,Ávila,Castilla y León,05214,https://www.sanlorenzodetormes.es,,,40.3701858,-5.488168,2026-07-28 00:26:12.465253+00
577,San Martín de la Vega del Alberche,Ávila,Castilla y León,05215,https://www.sanmartindelavegadelalberche.es,,,40.4302807,-5.1557918,2026-07-28 00:26:14.219488+00
578,San Martín del Pimpollar,Ávila,Castilla y León,05216,https://www.sanmartindelpimpollar.es,,,40.3684174,-5.0549407,2026-07-28 00:26:15.820477+00
579,San Miguel de Corneja,Ávila,Castilla y León,05217,https://www.sanmigueldecorneja.es,,,40.4873512,-5.2862732,2026-07-28 00:26:17.774598+00
580,San Miguel de Serrezuela,Ávila,Castilla y León,05218,https://www.sanmigueldeserrezuela.es,,,40.6701416,-5.2877253,2026-07-28 00:26:19.783306+00
581,San Pascual,Ávila,Castilla y León,05219,https://www.sanpascual.es,,,40.881645,-4.7550974,2026-07-28 00:26:21.956742+00
582,San Pedro del Arroyo,Ávila,Castilla y León,05220,https://www.sanpedrodelarroyo.es,,,40.8023476,-4.8708817,2026-07-28 00:26:24.274396+00
583,San Vicente de Arévalo,Ávila,Castilla y León,05231,https://www.sanvicentedearevalo.es,,,40.9677961,-4.8009144,2026-07-28 00:26:26.404032+00
584,Sanchidrián,Ávila,Castilla y León,05204,https://www.sanchidrian.es,,,40.8932876,-4.5831845,2026-07-28 00:26:28.646795+00
585,Sanchorreja,Ávila,Castilla y León,05205,https://www.sanchorreja.es,,,40.6646581,-4.9146123,2026-07-28 00:26:30.747852+00
586,Santa Cruz de Pinares,Ávila,Castilla y León,05222,https://www.santacruzdepinares.es,,,40.5420093,-4.5789276,2026-07-28 00:26:33.074892+00
587,Santa Cruz del Valle,Ávila,Castilla y León,05221,https://www.santacruzdelvalle.es,,,40.2518102,-5.0018227,2026-07-28 00:26:35.538181+00
588,Santa María de los Caballeros,Ávila,Castilla y León,05226,https://www.santamariadeloscaballeros.es,,,40.3887337,-5.4514771,2026-07-28 00:26:37.72814+00
589,Santa María del Arroyo,Ávila,Castilla y León,05224,https://www.santamariadelarroyo.es,,,40.6012086,-4.9237848,2026-07-28 00:26:39.892042+00
590,Santa María del Berrocal,Ávila,Castilla y León,05225,https://www.santamariadelberrocal.es,,,40.5081245,-5.4053099,2026-07-28 00:26:42.172614+00
591,Santa María del Cubillo,Ávila,Castilla y León,05902,https://www.santamariadelcubillo.es,,,40.7119986,-4.4464113,2026-07-28 00:26:44.410445+00
592,Santa María del Tiétar,Ávila,Castilla y León,05227,https://www.santamariadeltietar.es,,,40.3042531,-4.5541531,2026-07-28 00:26:46.668188+00
593,Santiago del Collado,Ávila,Castilla y León,05228,https://www.santiagodelcollado.es,,,40.4335719,-5.3564924,2026-07-28 00:26:48.774884+00
594,Santiago del Tormes,Ávila,Castilla y León,05904,https://www.santiagodeltormes.es,,,40.3450154,-5.3963831,2026-07-28 00:26:50.725316+00
595,Santo Domingo de las Posadas,Ávila,Castilla y León,05229,https://www.santodomingodelasposadas.es,,,40.8118343,-4.6344621,2026-07-28 00:26:53.205911+00
596,Santo Tomé de Zabarcos,Ávila,Castilla y León,05230,https://www.santotomedezabarcos.es,,,40.7868813,-4.9105385,2026-07-28 00:26:54.932395+00
597,"Serrada, La",Ávila,Castilla y León,05232,https://www.laserrada.es,,,40.6265687,-4.782994,2026-07-28 00:26:57.168406+00
598,Serranillos,Ávila,Castilla y León,05233,https://www.serranillos.es,,,40.3370385,-4.9110018,2026-07-28 00:26:59.256845+00
599,Sigeres,Ávila,Castilla y León,05234,https://www.sigeres.es,,,40.798821,-4.9333971,2026-07-28 00:27:01.39424+00
600,Sinlabajos,Ávila,Castilla y León,05235,https://www.sinlabajos.es,,,41.0754442,-4.831095,2026-07-28 00:27:03.530692+00
601,Solana de Ávila,Ávila,Castilla y León,05236,https://www.solanadeavila.es,,,40.3154483,-5.6122436,2026-07-28 00:27:05.41017+00
602,Solana de Rioalmar,Ávila,Castilla y León,05237,https://www.solanaderioalmar.es,,,40.7380008,-5.0102947,2026-07-28 00:27:07.474748+00
603,Solosancho,Ávila,Castilla y León,05238,https://www.solosancho.com,,,40.552537,-4.9050209,2026-07-28 00:27:09.195402+00
604,Sotalbo,Ávila,Castilla y León,05239,https://www.sotalbo.es,,,40.5417959,-4.8485522,2026-07-28 00:27:11.234245+00
605,Sotillo de la Adrada,Ávila,Castilla y León,05240,https://www.sotillo.net,,,40.2920324,-4.5826532,2026-07-28 00:27:13.481634+00
606,"Tiemblo, El",Ávila,Castilla y León,05241,https://www.eltiemblo.es,,,40.3578565,-4.5107456,2026-07-28 00:27:15.390547+00
607,Tiñosillos,Ávila,Castilla y León,05242,https://www.tinosillos.es,,,40.934253,-4.7275523,2026-07-28 00:27:16.956972+00
608,Tolbaños,Ávila,Castilla y León,05243,https://www.tolbanos.es,,,40.7515462,-4.5818637,2026-07-28 00:27:18.920796+00
609,Tormellas,Ávila,Castilla y León,05244,https://www.tormellas.es,,,40.3041646,-5.5117428,2026-07-28 00:27:20.681942+00
610,Tornadizos de Ávila,Ávila,Castilla y León,05245,https://www.tornadizosdeavila.es,,,40.6260978,-4.6132023,2026-07-28 00:27:22.748158+00
611,"Torre, La",Ávila,Castilla y León,05247,https://www.latorre.es,,,40.5933057,-5.30796,2026-07-28 00:27:24.931484+00
612,Tórtoles,Ávila,Castilla y León,05246,https://www.tortoles.es,,,40.5614138,-5.2617982,2026-07-28 00:27:26.917023+00
613,Umbrías,Ávila,Castilla y León,05249,https://www.umbrias.es,,,40.3131382,-5.5785075,2026-07-28 00:27:28.760477+00
614,Vadillo de la Sierra,Ávila,Castilla y León,05251,https://www.vadillodelasierra.es,,,40.6063594,-5.1248517,2026-07-28 00:27:30.554865+00
615,Valdecasa,Ávila,Castilla y León,05252,https://www.valdecasa.es,,,40.659698,-5.011903,2026-07-28 00:27:32.332476+00
616,Vega de Santa María,Ávila,Castilla y León,05253,https://www.vegadesantamaria.es,,,40.8362375,-4.6427746,2026-07-28 00:27:34.401763+00
617,Velayos,Ávila,Castilla y León,05254,https://www.velayos.es,,,40.840986,-4.6226763,2026-07-28 00:27:36.310928+00
618,Villaflor,Ávila,Castilla y León,05256,https://www.villaflor.es,,,40.7582122,-4.8745021,2026-07-28 00:27:38.242809+00
619,Villafranca de la Sierra,Ávila,Castilla y León,05257,https://www.villafrancadelasierra.es,,,40.4984796,-5.2313259,2026-07-28 00:27:40.084755+00
620,Villanueva de Ávila,Ávila,Castilla y León,05905,https://www.villanuevadeavila.es,,,40.3799296,-4.8211749,2026-07-28 00:27:42.10138+00
621,Villanueva de Gómez,Ávila,Castilla y León,05258,https://www.villanuevadegomez.es,,,40.8822647,-4.716141,2026-07-28 00:27:43.700575+00
622,Villanueva del Aceral,Ávila,Castilla y León,05259,https://www.villanuevadelaceral.es,,,41.0417451,-4.8542126,2026-07-28 00:27:45.48795+00
623,Villanueva del Campillo,Ávila,Castilla y León,05260,https://www.villanuevadelcampillo.es,,,40.5769506,-5.179421,2026-07-28 00:27:48.107766+00
624,Villar de Corneja,Ávila,Castilla y León,05261,https://www.villardecorneja.es,,,40.4747394,-5.4341556,2026-07-28 00:27:49.733141+00
625,Villarejo del Valle,Ávila,Castilla y León,05262,https://www.villarejodelvalle.es,,,40.2867537,-4.9957469,2026-07-28 00:27:51.544383+00
626,Villatoro,Ávila,Castilla y León,05263,https://www.villatoro.es,,,40.5557932,-5.1124361,2026-07-28 00:27:53.3855+00
627,Viñegra de Moraña,Ávila,Castilla y León,05264,https://www.vinegrademorana.es,,,40.8504638,-4.9211106,2026-07-28 00:27:55.144406+00
628,Vita,Ávila,Castilla y León,05265,https://www.vita.es,,,40.8113662,-5.0053801,2026-07-28 00:27:57.123222+00
629,Zapardiel de la Cañada,Ávila,Castilla y León,05266,https://www.zapardieldelacanada.es,,,40.606713,-5.3385249,2026-07-28 00:27:58.776908+00
630,Zapardiel de la Ribera,Ávila,Castilla y León,05267,https://zapardieldelaribera.com,,,40.3554346,-5.3287255,2026-07-28 00:28:00.538804+00
